zip,member,piece_name,block,record_idx,record_kind,n_points,point_idx,a,b,c,e,x,y,in_real,nearest_perim_units,nearest_perim_in,nearest_perim_mm,nearest_dxf14_in,block_check_line_table
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,18,-1,1,0,1,435931,360566,1,23153.6,2.3154,58.81,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,19,-1,1,0,1,436775,362535,1,23217.6,2.3218,58.97,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,20,-1,1,0,1,437564,364683,1,23308.9,2.3309,59.20,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,21,-1,1,0,1,438293,367026,1,23453.8,2.3454,59.57,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,22,-1,1,0,1,438774,369265,1,23628.3,2.3628,60.02,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,23,-1,1,0,1,439177,371518,1,23692.9,2.3693,60.18,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,24,-1,1,0,1,439490,373788,1,23605.6,2.3606,59.96,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,25,-1,1,0,1,439698,376075,1,23475.8,2.3476,59.63,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,26,-1,1,0,1,439789,378406,1,23454.6,2.3455,59.57,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,27,-1,1,0,1,439747,380761,1,23413.6,2.3414,59.47,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,28,-1,1,0,1,439559,383141,1,23430.8,2.3431,59.51,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,29,-1,1,0,1,439210,385551,1,23513.6,2.3514,59.72,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,30,-1,1,0,1,438498,388726,1,23658.0,2.3658,60.09,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,31,-1,1,0,1,438023,390335,1,23785.5,2.3785,60.42,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,32,-1,1,0,1,437464,391959,1,23931.7,2.3932,60.79,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,33,-1,1,0,1,436819,393599,1,24108.3,2.4108,61.24,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,34,-1,1,0,1,436080,395255,1,24318.9,2.4319,61.77,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,35,-1,1,0,1,435247,396929,1,24543.1,2.4543,62.34,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,36,-1,1,0,1,434316,398622,1,24691.1,2.4691,62.72,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,37,-1,1,0,1,432894,400292,1,25178.5,2.5178,63.95,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,38,-1,1,0,1,431572,401934,1,25542.6,2.5543,64.88,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,39,-1,1,0,1,429699,404140,1,25964.7,2.5965,65.95,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,40,-1,1,0,1,428823,405070,1,26179.9,2.6180,66.50,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,41,-1,1,0,1,427841,406028,1,26467.9,2.6468,67.23,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,42,-1,1,0,1,426729,407025,1,26853.5,2.6854,68.21,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,43,-1,1,0,1,425462,408066,1,26213.2,2.6213,66.58,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,44,-1,1,0,1,424015,409158,1,24940.7,2.4941,63.35,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,45,-1,1,0,1,422361,410309,1,23582.6,2.3583,59.90,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,46,-1,1,0,1,420478,411525,1,22137.6,2.2138,56.23,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,47,-1,1,0,1,418337,412814,1,20726.8,2.0727,52.65,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,48,-1,1,0,1,416408,413552,1,20063.9,2.0064,50.96,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,49,-1,1,0,1,414454,414171,1,19718.7,1.9719,50.09,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,50,-1,1,0,1,412476,414671,1,19683.7,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,51,-1,1,0,1,410472,415050,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,52,-1,1,0,1,408452,415305,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,53,-1,1,0,1,406407,415439,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,54,-1,1,0,1,404337,415448,1,19686.2,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,55,-1,1,0,1,402242,415334,1,19684.9,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,56,-1,1,0,1,399814,415049,1,19684.0,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,57,-1,1,0,1,397354,414597,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,58,-1,1,0,1,394858,413977,1,19685.8,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,59,-1,1,0,1,392328,413187,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,60,-1,1,0,1,387247,410561,1,19685.7,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,61,-1,1,0,1,384901,409217,1,19686.3,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,62,-1,1,0,1,382551,407623,1,19684.1,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,63,-1,1,0,1,381433,406742,1,19684.4,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,64,-1,1,0,1,380315,405765,1,19686.4,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,65,-1,1,0,1,379195,404679,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,66,-1,1,0,1,378073,403471,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,67,-1,1,0,1,376952,402128,1,19685.0,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,68,-1,1,0,1,375828,400637,1,19684.9,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,69,-1,1,0,1,374704,398985,1,19685.4,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,70,-1,1,0,1,373577,397160,1,19685.0,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,71,-1,1,0,1,371613,392321,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,72,-1,1,0,1,370820,390174,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,73,-1,1,0,1,370116,387851,1,19685.7,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,74,-1,1,0,1,369739,386275,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,75,-1,1,0,1,369424,384577,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,76,-1,1,0,1,369183,382737,1,19685.4,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,77,-1,1,0,1,369024,380733,1,19694.5,1.9694,50.02,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,78,-1,1,0,1,368762,378821,1,19684.2,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,79,-1,1,0,1,368778,376644,1,19689.7,1.9690,50.01,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,80,-1,1,0,1,368631,372217,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,81,-1,1,0,1,368969,369467,1,19685.0,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,82,-1,1,0,1,369168,368599,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,83,-1,1,0,1,369513,367548,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,84,-1,1,0,1,369990,366339,1,19684.3,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,85,-1,1,0,1,370583,365004,1,19685.7,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,86,-1,1,0,1,371275,363571,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,87,-1,1,0,1,372051,362068,1,19683.7,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,88,-1,1,0,1,372896,360524,1,19684.8,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,89,-1,1,0,1,374726,357428,1,19684.1,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,90,-1,1,0,1,376640,354512,1,19684.5,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,91,-1,1,0,1,377589,353192,1,19684.0,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,92,-1,1,0,1,378512,352004,1,19685.2,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,93,-1,1,0,1,379392,350975,1,19685.8,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,94,-1,1,0,1,380213,350133,1,19683.8,1.9684,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,95,-1,1,0,1,381635,348838,1,19686.1,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,96,-1,1,0,1,382886,347846,1,19684.5,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,97,-1,1,0,1,384313,347128,1,19721.0,1.9721,50.09,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,98,-1,1,0,1,385550,346306,1,19684.9,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,99,-1,1,0,1,386814,345559,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,100,-1,1,0,1,389194,344343,1,19686.2,1.9686,50.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,101,-1,1,0,1,391626,343275,1,19711.4,1.9711,50.07,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,7,2,103,102,-1,1,0,1,396560,341322,1,20861.7,2.0862,52.99,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,0,-1,1,0,1,383652,406572,1,21172.3,2.1172,53.78,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,1,-1,1,0,1,386776,406502,1,22974.2,2.2974,58.35,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,2,-1,1,0,1,389897,406516,1,24495.8,2.4496,62.22,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,3,-1,1,0,1,396110,406763,1,26945.1,2.6945,68.44,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,4,-1,1,0,1,402318,407243,1,27729.3,2.7729,70.43,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,5,-1,1,0,1,414838,409468,1,24298.9,2.4299,61.72,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,6,-1,1,0,1,418604,410565,1,22979.5,2.2979,58.37,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,7,-1,1,0,1,422481,411756,1,22163.9,2.2164,56.30,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,8,-1,1,0,1,424240,412455,1,21701.8,2.1702,55.12,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,9,-1,1,0,1,425916,413300,1,21084.0,2.1084,53.55,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,8,2,11,10,-1,1,0,1,433356,416971,1,15867.6,1.5868,40.30,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,0,-1,1,0,1,433356,416971,1,15867.6,1.5868,40.30,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,1,-1,1,0,1,436798,411919,1,15747.4,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,2,-1,1,0,1,438427,409465,1,15748.1,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,3,-1,1,0,1,440012,406911,1,15748.3,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,4,-1,1,0,1,441845,403591,1,15747.6,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,5,-1,1,0,1,442710,401813,1,15746.4,1.5746,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,6,-1,1,0,1,443530,399939,1,15748.7,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,7,-1,1,0,1,444307,397687,1,15748.5,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,8,-1,1,0,1,444999,395439,1,15749.1,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,9,-1,1,0,1,445607,393198,1,15747.8,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,10,-1,1,0,1,446131,390963,1,15748.6,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,11,-1,1,0,1,446887,386787,1,15747.4,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,12,-1,1,0,1,447344,382632,1,15748.4,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,13,-1,1,0,1,447506,378592,1,15746.6,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,14,-1,1,0,1,447385,374573,1,15747.3,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,15,-1,1,0,1,447307,372593,1,15747.9,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,16,-1,1,0,1,447093,370658,1,15749.0,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,17,-1,1,0,1,446757,368763,1,15746.8,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,18,-1,1,0,1,446311,366903,1,15748.9,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,19,-1,1,0,1,445792,365140,1,15748.6,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,20,-1,1,0,1,445196,363403,1,15748.7,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,21,-1,1,0,1,443825,359984,1,15749.0,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,22,-1,1,0,1,440722,353301,1,15748.1,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,23,-1,1,0,1,439140,350968,1,15748.8,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,24,-1,1,0,1,437509,348876,1,15747.8,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,25,-1,1,0,1,435833,347007,1,15748.2,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,26,-1,1,0,1,434119,345339,1,15746.9,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,27,-1,1,0,1,432825,344221,1,15747.3,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,28,-1,1,0,1,431513,343195,1,15748.2,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,29,-1,1,0,1,428840,341376,1,15746.7,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,30,-1,1,0,1,426232,339879,1,15745.8,1.5746,39.99,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,9,2,32,31,-1,1,0,1,423587,338562,1,15748.3,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,0,-1,1,0,1,423587,338562,1,15748.3,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,1,-1,1,0,1,421434,337442,1,15748.5,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,2,-1,1,0,1,419162,336385,1,15747.2,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,3,-1,1,0,1,416531,335359,1,15749.8,1.5750,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,4,-1,1,0,1,415118,334895,1,15748.3,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,5,-1,1,0,1,413627,334472,1,15747.7,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,6,-1,1,0,1,410914,333861,1,15747.8,1.5748,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,7,-1,1,0,1,409450,333608,1,15746.7,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,8,-1,1,0,1,407911,333397,1,15748.8,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,9,-1,1,0,1,406290,333227,1,15746.8,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,10,-1,1,0,1,404580,333103,1,15749.2,1.5749,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,11,-1,1,0,1,402778,333027,1,15746.7,1.5747,40.00,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,10,2,13,12,-1,1,0,1,400878,333000,1,15728.6,1.5729,39.95,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,11,2,48,0,-1,1,0,1,400878,333000,1,15728.6,1.5729,39.95,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,11,2,48,1,-1,1,0,1,398882,336273,1,18631.9,1.8632,47.33,,1
markers\2303-BD137-UNLAID\2303-BD 137.zip,a1A53.tmp,2303-B1-INMO-6-SP24,0,11,2,48,2,-1,1,0,1,397685,338175,1,19257.6,1.9258,48.91,,1
